,claim_id,customer_id,incident_cause,claim_date,claim_area,police_report,claim_type,claim_amount,total_policy_claims,fraudulent
939,43076500,92362143,Other driver error,04/25/2017,Auto,No,Material only,$1200,1.0,No
940,80228119,41291823,Other driver error,12/24/2017,Auto,No,Material and injury,,1.0,No
941,74761374,46710738,Driver error,10/30/2018,Auto,No,Material only,$1830,1.0,No
942,77192370,47415706,Other driver error,08/04/2017,Auto,Unknown,Material and injury,$18457.5,1.0,Yes
943,85699790,83944124,Crime,10/24/2017,Auto,Unknown,Material only,,1.0,No
944,3258377,58198965,Other driver error,12/17/2017,Auto,Yes,Material and injury,$30670,1.0,No
945,72439038,80503762,Other causes,02/10/2017,Auto,No,Material only,$2380.5,1.0,Yes
946,65407446,15214936,Driver error,11/13/2017,Auto,No,Material and injury,$40135,2.0,Yes
947,34485325,81970531,Driver error,10/31/2017,Auto,Unknown,Material and injury,$29200,1.0,No
948,834460,12826843,Crime,10/24/2017,Home,Unknown,Material only,$1340,1.0,No
949,8586230,20643817,Natural causes,10/17/2017,Auto,No,Material only,$1800,1.0,No
950,3159125,38369440,Natural causes,05/01/2018,Auto,No,Material only,$2780,1.0,No
951,93334054,69427973,Other causes,03/22/2017,Auto,Unknown,Material and injury,,1.0,No
952,67873056,3497881,Driver error,11/27/2017,Auto,No,Material and injury,$42021,1.0,Yes
953,4337976,46678650,Other driver error,07/01/2017,Auto,No,Material only,$2200,3.0,No
954,69599342,17664425,Driver error,01/21/2017,Auto,No,Material only,$2196.5,5.0,Yes
955,85590604,41128407,Other causes,01/07/2017,Auto,No,Injury only,$36670,2.0,No
956,3110549,75884493,Other driver error,09/06/2018,Auto,Yes,Material and injury,$35310,6.0,No
957,71846514,22580068,Other driver error,05/28/2018,Auto,Unknown,Material only,$3151,1.0,Yes
958,90284502,49170442,Other causes,05/07/2018,Auto,No,Material and injury,$42872,1.0,Yes
959,6099788,76962128,Natural causes,04/10/2018,Auto,No,Material only,$2420,1.0,No
960,43244704,72991636,Natural causes,07/28/2017,Auto,Yes,Material and injury,$32750,4.0,No
961,45780412,24053072,Natural causes,10/10/2017,Auto,No,Material only,$2490,1.0,No
962,13883455,68458649,Natural causes,08/31/2017,Auto,No,Material only,$1960,5.0,No
963,35136402,98401399,Natural causes,09/06/2018,Auto,Unknown,Injury only,$24900,1.0,No
964,73875239,8310837,Other driver error,01/07/2017,Auto,Yes,Injury only,$35280,2.0,No
965,1249826,99170243,Other driver error,01/21/2017,Auto,No,Material only,$2260,1.0,No
966,15818104,33314915,Other driver error,03/28/2018,Auto,No,Material only,$1610,1.0,Yes
967,55042907,58693933,Driver error,05/09/2017,Auto,No,Material only,$2070,1.0,Yes
968,22670081,65898442,Natural causes,09/27/2017,Auto,No,Material only,$2990,1.0,No
969,24713082,40303052,Driver error,06/30/2018,Home,Yes,Injury only,$22440,1.0,No
970,40182876,94030912,Other causes,07/07/2018,Auto,Yes,Material only,$3093.5,1.0,Yes
971,92237733,76282379,Other causes,10/16/2018,Auto,Unknown,Material and injury,$22850,1.0,No
972,89085163,62528525,Natural causes,09/07/2017,Auto,No,Material only,,1.0,No
973,67252475,69526996,Crime,07/28/2017,Auto,No,Material only,$1740,2.0,No
974,46452514,88566888,Crime,10/09/2018,Auto,No,Material only,$2430,3.0,No
975,66301062,30015627,Natural causes,09/12/2018,Auto,Yes,Material only,$2208,4.0,Yes
976,30422665,70088729,Driver error,01/07/2017,Home,No,Material only,$1552.5,1.0,Yes
977,9261301,53042145,Other causes,10/23/2018,Auto,Unknown,Material only,$2553,4.0,Yes
978,49457139,12499211,Other causes,08/16/2018,Auto,No,Material only,$3139.5,1.0,Yes
979,79750669,3915010,Other causes,10/16/2018,Auto,Unknown,Material and injury,$19820,1.0,No
980,7944120,23094322,Other causes,08/10/2018,Home,Yes,Material and injury,$35800,1.0,No
981,519194,95863439,Natural causes,03/29/2017,Home,Unknown,Material only,$2510,1.0,No
982,76136365,72212627,Crime,03/02/2017,Auto,No,Injury only,$14250,1.0,No
983,75321090,49164086,Other driver error,04/25/2017,Auto,No,Material only,$3093.5,4.0,Yes
984,17396013,44050095,Driver error,03/22/2017,Auto,Unknown,Material and injury,$20458.5,1.0,Yes
985,50022306,10198314,Other causes,05/01/2018,Auto,Unknown,Injury only,$28658,1.0,Yes
986,60050677,84861652,Natural causes,06/03/2018,Auto,No,Material only,$1290,1.0,No
987,88309120,88489646,Other driver error,10/17/2017,Auto,No,Material only,$2360,1.0,No
988,12015495,89364843,Other causes,09/27/2017,Auto,No,Material only,,1.0,No
989,78685929,29459103,Natural causes,07/01/2017,Auto,No,Injury only,,1.0,Yes
990,16402994,86164274,Other causes,09/26/2018,Home,Unknown,Material and injury,$15760,1.0,No
991,55314900,41858669,Driver error,07/14/2018,Auto,No,Material only,$1610,2.0,No
992,58070797,9113953,Other causes,04/10/2018,Home,No,Material only,$2090,1.0,No
993,83283000,6984936,Driver error,06/10/2018,Auto,Yes,Material and injury,$25210,3.0,No
994,26832,37686146,Other causes,07/07/2018,Auto,No,Material only,$1510,1.0,No
995,704775,86088574,Driver error,09/20/2017,Auto,No,Injury only,$40951.5,1.0,Yes
996,16221546,73685982,Other driver error,05/02/2017,Home,No,Material only,$1470,1.0,No
997,94799556,63279444,Other causes,10/04/2017,Home,No,Material only,$1587,4.0,Yes
998,92320208,84080228,Natural causes,04/12/2017,Auto,Yes,Material and injury,$23483,4.0,Yes
999,35453672,99723844,Natural causes,01/06/2018,Auto,Yes,Material and injury,$14360,1.0,No
1000,86240106,885337,Driver error,07/01/2017,Auto,No,Material only,$2490,2.0,No
1001,14704752,22125988,Natural causes,07/07/2018,Auto,No,Material only,$2710,1.0,No
1002,78672117,79391302,Other causes,06/04/2017,Auto,No,Material only,$2500,2.0,No
1003,42731329,75483302,Natural causes,04/10/2018,Auto,No,Material only,$1770,5.0,No
1004,71383085,86977672,Crime,01/07/2017,Auto,No,Material only,$1530,2.0,No
1005,59393861,7703371,Natural causes,03/09/2017,Auto,No,Material only,$1350,1.0,No
1006,93708812,69101618,Driver error,02/23/2017,Auto,No,Material and injury,$29220,3.0,No
1007,89455788,20681481,Other causes,03/16/2017,Auto,No,Material only,$2720,1.0,No
1008,4802134,9897266,Other causes,06/25/2017,Auto,Yes,Injury only,$27350,1.0,No
1009,78804570,69165409,Other causes,09/12/2018,Auto,No,Material and injury,$19390,1.0,No
1010,7211846,97226830,Other driver error,04/04/2018,Auto,No,Material only,$2900,2.0,No
1011,4186299,66788290,Driver error,05/21/2018,Auto,Yes,Injury only,$33360,1.0,No
1012,24121111,67697862,Other causes,08/16/2018,Auto,No,Material only,$2320,1.0,No
1013,63877619,69623124,Other causes,05/21/2018,Auto,No,Material only,$1180,2.0,No
1014,26344933,86445910,Natural causes,10/03/2018,Auto,Unknown,Material only,$2470,1.0,No
1015,97210536,48445766,Other driver error,02/15/2018,Auto,No,Material only,$1000,2.0,No
1016,12612736,74787956,Driver error,09/14/2017,Auto,Unknown,Material only,,1.0,No
1017,46839282,45364348,Driver error,11/20/2017,Auto,No,Material only,$2990,1.0,No
1018,69454875,81661419,Driver error,04/04/2018,Auto,No,Material only,$2852,2.0,Yes
1019,63402766,78301168,Other driver error,03/21/2018,Auto,Unknown,Material only,$1370,1.0,No
1020,51060336,91447671,Driver error,06/03/2018,Auto,No,Material only,$1370,1.0,No
1021,26058387,23445933,Crime,12/30/2017,Auto,No,Material only,$1670,2.0,No
1022,87968374,86320995,Other driver error,03/16/2017,Home,No,Material only,$1720,1.0,No
1023,30903408,77134414,Other driver error,01/07/2017,Auto,Unknown,Injury only,$28760,1.0,No
1024,35001150,71986983,Other driver error,07/20/2018,Auto,Unknown,Material only,$1180,4.0,No
1025,54291209,28528424,Other causes,07/14/2018,Auto,No,Material only,,1.0,No
1026,78011323,26346266,Driver error,02/03/2017,Auto,No,Material only,$3346.5,1.0,Yes
1027,30441336,71259315,Natural causes,04/12/2017,Auto,No,Material only,$2110,1.0,No
1028,92741962,78119838,Driver error,05/14/2018,Auto,No,Material only,$1750,1.0,No
1029,22032611,27598176,Driver error,01/13/2018,Auto,No,Material and injury,$48035.5,1.0,Yes
1030,65984723,83135621,Other driver error,08/18/2017,Auto,No,Material only,$1240,1.0,No
1031,4338441,51760038,Other driver error,02/17/2017,Auto,No,Material only,$2800,1.0,No
1032,99300549,91002298,Natural causes,04/05/2017,Auto,No,Injury only,$34010,1.0,No
1033,10271722,16906248,Other driver error,06/03/2018,Auto,No,Material only,$1780,1.0,No
1034,35521654,93133213,Natural causes,03/01/2018,Home,No,Material only,$1480,1.0,No
1035,22576028,18369428,Other causes,08/11/2017,Auto,No,Material only,$1472,1.0,Yes
1036,83884815,71676845,Other driver error,07/27/2018,Auto,No,Material only,,3.0,No
1037,47990199,68067526,Driver error,07/15/2017,Auto,No,Material only,$1330,1.0,No
1038,68110055,97169446,Other driver error,02/15/2018,Auto,No,Material only,$1780,5.0,No
1039,28106228,44453657,Driver error,01/07/2017,Auto,No,Material only,$1276.5,1.0,Yes
1040,60315464,32646041,Driver error,02/17/2017,Home,No,Material and injury,$28520,1.0,Yes
1041,11179944,41946743,Other driver error,05/21/2018,Auto,No,Injury only,$17870,6.0,No
1042,24082779,74207825,Other driver error,04/24/2018,Home,No,Material only,$2380,,No
1043,61365788,24247743,Other causes,05/14/2018,Auto,No,Material only,$2280,1.0,No
1044,50618311,69608621,Other causes,07/08/2017,Auto,No,Material only,$1357,1.0,Yes
1045,67344180,72664684,Other causes,07/28/2017,Home,Unknown,Material only,$2590,1.0,No
1046,17213671,18174078,Other driver error,02/02/2018,Auto,No,Material only,$2852,4.0,Yes
1047,39886036,34756508,Natural causes,07/07/2018,Auto,No,Material only,$1690,1.0,No
1048,7180084,608461,Crime,07/14/2018,Auto,No,Material only,$2630,1.0,No
1049,67060119,12015897,Driver error,10/09/2018,Auto,Unknown,Material only,$2270,6.0,No
1050,81779336,60965575,Other driver error,03/21/2018,Auto,No,Material and injury,$19895,1.0,Yes
1051,93043462,81634435,Other driver error,01/27/2017,Home,Unknown,Material and injury,,1.0,No
1052,37077391,67849662,Natural causes,06/25/2017,Auto,Yes,Injury only,$35920,1.0,No
1053,45865218,96439036,Other causes,08/10/2018,Auto,Yes,Injury only,$26320,1.0,No
1054,50927161,51033228,Driver error,10/23/2018,Auto,No,Material and injury,$30890,2.0,No
1055,43042986,58451506,Natural causes,10/30/2018,Auto,No,Material only,$2420,1.0,No
1056,42636878,26734721,Natural causes,09/14/2017,Auto,No,Material only,$1720,1.0,No
1057,78104894,20923121,Natural causes,05/14/2018,Auto,No,Material and injury,$31210,1.0,No
1058,38011383,56425562,Natural causes,09/14/2017,Auto,No,Material only,$1670,1.0,No
1059,91976551,79174311,Natural causes,08/30/2018,Auto,No,Material only,$2162,5.0,Yes
1060,31517760,30119782,Other driver error,10/17/2017,Auto,Unknown,Material only,$2242.5,1.0,Yes
1061,365998,57267299,Other driver error,12/03/2017,Auto,Yes,Material and injury,$25140,2.0,No
1062,85546357,90217818,Other driver error,06/04/2017,Auto,No,Injury only,$37743,1.0,Yes
1063,67763980,70708127,Natural causes,09/19/2018,Auto,No,Material only,$1150,1.0,Yes
1064,56358443,75934330,Natural causes,01/01/2017,Auto,Yes,Injury only,$20630,1.0,No
1065,77696516,71288937,Other causes,11/20/2017,Auto,No,Material only,$1230,1.0,No
1066,15231655,81526763,Other causes,02/03/2017,Auto,Unknown,Material only,$2323,3.0,Yes
1067,50845008,78064067,Natural causes,09/06/2018,Auto,No,Material only,$1090,5.0,No
1068,57326503,29854604,Other driver error,07/20/2018,Auto,No,Material and injury,$44033.5,1.0,Yes
1069,91946746,8684318,Other driver error,02/03/2017,Home,Yes,Material only,$2670,2.0,No
1070,25244745,46513280,Other causes,12/30/2017,Auto,No,Material only,$2070,1.0,No
1071,65497756,6104555,Natural causes,07/28/2017,Auto,Unknown,Material only,$1050,1.0,No
1072,50800999,51669975,Other causes,09/19/2018,Home,Yes,Injury only,$38950,1.0,No
1073,14230070,3205230,Driver error,08/23/2018,Auto,No,Material only,$2730,3.0,No
1074,36599575,87596868,Driver error,10/09/2018,Auto,Unknown,Injury only,$33330,2.0,No
1075,28084004,82089910,Driver error,06/03/2018,Auto,No,Material only,$2780,1.0,No
1076,87294246,57452643,Crime,01/21/2017,Home,No,Material only,$1380,3.0,No
1077,91386759,65208809,Natural causes,10/30/2018,Auto,No,Material only,$2290,1.0,No
1078,47457836,6756905,Driver error,01/21/2017,Auto,No,Material only,$2320,3.0,No
1079,72025178,46850495,Other causes,11/27/2017,Auto,Yes,Material only,$2173.5,1.0,Yes
1080,62020796,79539873,Other driver error,09/06/2018,Auto,Yes,Material only,$1770,1.0,No
1081,63269067,42364152,Other causes,05/09/2017,Home,No,Material only,$2800,1.0,No
1082,22690595,19888166,Other driver error,05/15/2017,Auto,Yes,Injury only,$33080,2.0,No
1083,12376894,11256802,Other driver error,04/18/2017,Auto,No,Material only,$2840,4.0,No
1084,63226031,61575264,Natural causes,03/16/2017,Auto,No,Material only,$1490,1.0,No
1085,5829074,2379897,Other causes,07/20/2018,Auto,No,Material only,$2080,1.0,No
1086,12632133,49290530,Natural causes,10/30/2018,Auto,No,Material only,$2875,1.0,Yes
1087,45052103,55466148,Driver error,12/03/2017,Auto,No,Injury only,$29010,1.0,No
1088,87003624,99120304,Other causes,03/22/2017,Auto,No,Material only,$1710,1.0,No
1089,1680169,65061027,Natural causes,05/02/2017,Auto,Unknown,Material only,$1030,4.0,No
1090,56626640,82584690,Other driver error,08/24/2017,Auto,Unknown,Material only,$2288.5,1.0,Yes
1091,7280558,40349009,Crime,10/17/2017,Auto,No,Material only,$3346.5,3.0,Yes
1092,74995596,55765343,Crime,06/30/2018,Auto,Unknown,Material only,$1805.5,1.0,Yes
1093,8475725,75409818,Other causes,07/07/2018,Auto,No,Material only,$1610,3.0,No
1094,33194240,18332683,Other causes,11/13/2017,Auto,Yes,Material and injury,$24850,1.0,No
1095,97727122,35951012,Other driver error,06/11/2017,Auto,No,Material only,$3059,4.0,Yes
1096,10247193,14818669,Natural causes,03/14/2018,Auto,No,Material only,$1520,2.0,No
1097,79807493,85322831,Other driver error,02/09/2018,Auto,No,Material and injury,$23575,2.0,Yes
1098,69299345,73449366,Other causes,03/21/2018,Auto,Unknown,Material and injury,$25120,1.0,No
1099,58809728,43020876,Other driver error,06/04/2017,Auto,Yes,Material and injury,$36685,3.0,Yes
